bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
2,0,0,0,0,1.0,1.0,1.0,1,0,1B,0B
4,0,0,0,0,1.0,1.0,1.0,-1,-2,-1B,-2B
3,0,1,0,0,1.0,1.0,1.0,0,-1,0B,-1B
6,0,0,0,0,1.0,1.0,1.0,-30,-29,-30B,-29B
7,0,1,0,0,1.0,1.0,1.0,-100,-99,-100B,-99B
5,0,1,0,0,1.0,1.0,1.0,-10,-9,-10B,-9B
13,0,1,0,0,1.0,1.0,1.0,-100000,-99999,-100000B,-99999B
17,0,1,0,0,1.0,1.0,1.0,-9999999,-10000000,-9999999B,-10000000B
9,0,1,0,0,1.0,1.0,1.0,-1000,-999,-1000B,-999B
25,0,1,0,0,1.0,1.0,1.0,-99999999999,-100000000000,-99999999999B,-100000000000B
41,0,1,0,0,1.0,1.0,1.0,-10000000000000000000,-9999999999999999999,-10000000000000000000B,-9999999999999999999B
35,0,1,0,0,1.0,1.0,1.0,-10000000000000000,-9999999999999999,-10000000000000000B,-9999999999999999B
15,0,1,0,0,1.0,1.0,1.0,-999999,-1000000,-999999B,-1000000B
11,0,1,0,0,1.0,1.0,1.0,-10000,-9999,-10000B,-9999B
21,0,1,0,0,1.0,1.0,1.0,-999999999,-1000000000,-999999999B,-1000000000B
67,0,1,0,0,1.0,1.0,1.0,-100000000000000000000000000000000,-99999999999999999999999999999999,-100000000000000000000000000000000B,-99999999999999999999999999999999B
63,0,1,0,0,1.0,1.0,1.0,-999999999999999999999999999999,-1000000000000000000000000000000,-999999999999999999999999999999B,-1000000000000000000000000000000B
39,0,1,0,0,1.0,1.0,1.0,-1000000000000000000,-999999999999999999,-1000000000000000000B,-999999999999999999B
18,0,2,0,0,1.0,1.0,1.0,999950000,999949999,1.0 GB,999.9 MB
24,0,2,0,0,1.0,1.0,1.0,999950000000,999949999999,1.0 TB,999.9 GB
42,0,15,1,0,1.0,1.0,1.0,999999999999998341339,999999999999998341340,1000.0 EB,"BoundsError(""kMGTPE"", 7)"
53,0,1,0,0,1.0,1.0,1.0,-9999999999999999999999999,-10000000000000000000000000,-9999999999999999999999999B,-10000000000000000000000000B
43,0,1,0,0,1.0,1.0,1.0,-100000000000000000000,-99999999999999999999,-100000000000000000000B,-99999999999999999999B
75,0,1,0,0,1.0,1.0,1.0,-1000000000000000000000000000000000000,-999999999999999999999999999999999999,-1000000000000000000000000000000000000B,-999999999999999999999999999999999999B
45,0,1,0,0,1.0,1.0,1.0,-999999999999999999999,-1000000000000000000000,-999999999999999999999B,-1000000000000000000000B
29,0,1,0,0,1.0,1.0,1.0,-9999999999999,-10000000000000,-9999999999999B,-10000000000000B
51,0,1,0,0,1.0,1.0,1.0,-999999999999999999999999,-1000000000000000000000000,-999999999999999999999999B,-1000000000000000000000000B
23,0,1,0,0,1.0,1.0,1.0,-10000000000,-9999999999,-10000000000B,-9999999999B
77,0,1,0,0,1.0,1.0,1.0,-10000000000000000000000000000000000000,-9999999999999999999999999999999999999,-10000000000000000000000000000000000000B,-9999999999999999999999999999999999999B
61,0,1,0,0,1.0,1.0,1.0,-99999999999999999999999999999,-100000000000000000000000000000,-99999999999999999999999999999B,-100000000000000000000000000000B
59,0,1,0,0,1.0,1.0,1.0,-10000000000000000000000000000,-9999999999999999999999999999,-10000000000000000000000000000B,-9999999999999999999999999999B
55,0,1,0,0,1.0,1.0,1.0,-100000000000000000000000000,-99999999999999999999999999,-100000000000000000000000000B,-99999999999999999999999999B
49,0,1,0,0,1.0,1.0,1.0,-100000000000000000000000,-99999999999999999999999,-100000000000000000000000B,-99999999999999999999999B
12,0,2,0,0,1.0,1.0,1.0,999949,999950,999.9 kB,1.0 MB
69,0,1,0,0,1.0,1.0,1.0,-999999999999999999999999999999999,-1000000000000000000000000000000000,-999999999999999999999999999999999B,-1000000000000000000000000000000000B
47,0,1,0,0,1.0,1.0,1.0,-9999999999999999999999,-10000000000000000000000,-9999999999999999999999B,-10000000000000000000000B
73,0,1,0,0,1.0,1.0,1.0,-100000000000000000000000000000000000,-99999999999999999999999999999999999,-100000000000000000000000000000000000B,-99999999999999999999999999999999999B
27,0,1,0,0,1.0,1.0,1.0,-999999999999,-1000000000000,-999999999999B,-1000000000000B
31,0,1,0,0,1.0,1.0,1.0,-99999999999999,-100000000000000,-99999999999999B,-100000000000000B
65,0,1,0,0,1.0,1.0,1.0,-9999999999999999999999999999999,-10000000000000000000000000000000,-9999999999999999999999999999999B,-10000000000000000000000000000000B
79,0,1,0,0,1.0,1.0,1.0,-100000000000000000000000000000000000000,-99999999999999999999999999999999999999,-100000000000000000000000000000000000000B,-99999999999999999999999999999999999999B
36,0,2,0,0,1.0,1.0,1.0,999949999999999999,999950000000000000,999.9 PB,1.0 EB
57,0,1,0,0,1.0,1.0,1.0,-999999999999999999999999999,-1000000000000000000000000000,-999999999999999999999999999B,-1000000000000000000000000000B
33,0,1,0,0,1.0,1.0,1.0,-1000000000000000,-999999999999999,-1000000000000000B,-999999999999999B
30,0,2,0,0,1.0,1.0,1.0,999949999999999,999950000000000,999.9 TB,1.0 PB
37,0,1,0,0,1.0,1.0,1.0,-99999999999999999,-100000000000000000,-99999999999999999B,-100000000000000000B
8,0,0,0,0,1.0,1.0,1.0,-200,-199,-200B,-199B
7,0,2,0,0,1.0,1.0,1.0,1000,999,1.0 kB,999B
71,0,1,0,0,1.0,1.0,1.0,-10000000000000000000000000000000000,-9999999999999999999999999999999999,-10000000000000000000000000000000000B,-9999999999999999999999999999999999B
19,0,1,0,0,1.0,1.0,1.0,-100000000,-99999999,-100000000B,-99999999B
16,0,1,0,1,0.8181818181818181,0.8181818181818181,1.0,99950000,99950001,99.9 MB,100.0 MB
40,0,1,0,1,0.8181818181818181,0.8181818181818181,1.0,99950000000000000999,99950000000000001000,99.9 EB,100.0 EB
42,0,1,0,1,0.8181818181818181,0.8181818181818181,1.0,999949999999999999999,999950000000000000000,999.9 EB,1000.0 EB
34,0,1,0,1,0.8181818181818181,0.8181818181818181,1.0,99950000000000999,99950000000001000,99.9 PB,100.0 PB
22,0,1,0,1,0.8181818181818181,0.8181818181818181,1.0,99950000001,99950000000,100.0 GB,99.9 GB
28,0,1,0,1,0.8181818181818181,0.8181818181818181,1.0,99950000000000,99950000000001,99.9 TB,100.0 TB
8,0,1,0,1,0.7777777777777778,0.7777777777777778,1.0,9951,9950,10.0 kB,9.9 kB
20,0,1,0,1,0.7777777777777778,0.7777777777777778,1.0,9950000000,9950000001,9.9 GB,10.0 GB
26,0,1,0,1,0.7777777777777778,0.7777777777777778,1.0,9950000000000,9950000000001,9.9 TB,10.0 TB
14,0,1,0,1,0.7777777777777778,0.7777777777777778,1.0,9950001,9950000,10.0 MB,9.9 MB
38,0,1,0,1,0.7777777777777778,0.7777777777777778,1.0,9950000000000000999,9950000000000001000,9.9 EB,10.0 EB
32,0,1,0,1,0.7777777777777778,0.7777777777777778,1.0,9950000000001000,9950000000000999,10.0 PB,9.9 PB
16,0,0,0,1,0.6666666666666667,0.8,0.8333333333333334,-9999998,-9999997,-9999998B,-9999997B
10,0,0,0,1,0.6666666666666667,1.0,0.6666666666666667,-9998,-9997,-9998B,-9997B
54,0,0,0,1,0.6666666666666667,0.75,0.888888888888889,-99999999999999999999999998,-99999999999999999999999997,-99999999999999999999999998B,-99999999999999999999999997B
38,0,0,0,1,0.6666666666666667,0.6666666666666667,1.0,-999999999999999993,-999999999999999992,-999999999999999993B,-999999999999999992B
66,0,0,0,1,0.6666666666666667,0.75,0.888888888888889,-99999999999999999999999999999996,-99999999999999999999999999999997,-99999999999999999999999999999996B,-99999999999999999999999999999997B
44,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-999999999999999999998,-999999999999999999997,-999999999999999999998B,-999999999999999999997B
74,0,0,0,1,0.6666666666666667,0.75,0.888888888888889,-999999999999999999999999999999999997,-999999999999999999999999999999999996,-999999999999999999999999999999999997B,-999999999999999999999999999999999996B
28,0,0,0,1,0.6666666666666667,0.8,0.8333333333333334,-9999999999997,-9999999999998,-9999999999997B,-9999999999998B
50,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-999999999999999999999994,-999999999999999999999993,-999999999999999999999994B,-999999999999999999999993B
60,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-99999999999999999999999999995,-99999999999999999999999999994,-99999999999999999999999999995B,-99999999999999999999999999994B
58,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-9999999999999999999999999997,-9999999999999999999999999996,-9999999999999999999999999997B,-9999999999999999999999999996B
68,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-999999999999999999999999999999998,-999999999999999999999999999999997,-999999999999999999999999999999998B,-999999999999999999999999999999997B
48,0,0,0,1,0.6666666666666667,0.75,0.888888888888889,-99999999999999999999995,-99999999999999999999996,-99999999999999999999995B,-99999999999999999999996B
46,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-9999999999999999999997,-9999999999999999999998,-9999999999999999999997B,-9999999999999999999998B
72,0,0,0,1,0.6666666666666667,0.75,0.888888888888889,-99999999999999999999999999999999997,-99999999999999999999999999999999998,-99999999999999999999999999999999997B,-99999999999999999999999999999999998B
26,0,0,0,1,0.6666666666666667,0.6666666666666667,1.0,-999999999997,-999999999998,-999999999997B,-999999999998B
36,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-99999999999999996,-99999999999999995,-99999999999999996B,-99999999999999995B
76,0,0,0,1,0.6666666666666667,0.75,0.888888888888889,-9999999999999999999999999999999999997,-9999999999999999999999999999999999998,-9999999999999999999999999999999999997B,-9999999999999999999999999999999999998B
12,0,0,0,1,0.6666666666666667,1.0,0.6666666666666667,-99997,-99998,-99997B,-99998B
24,0,0,0,1,0.6666666666666667,0.7,0.9523809523809526,-99999999997,-99999999998,-99999999997B,-99999999998B
56,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-999999999999999999999999997,-999999999999999999999999998,-999999999999999999999999997B,-999999999999999999999999998B
64,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-9999999999999999999999999999998,-9999999999999999999999999999997,-9999999999999999999999999999998B,-9999999999999999999999999999997B
78,0,0,0,1,0.6666666666666667,0.6666666666666667,1.0,-99999999999999999999999999999999999998,-99999999999999999999999999999999999997,-99999999999999999999999999999999999998B,-99999999999999999999999999999999999997B
32,0,0,0,1,0.6666666666666667,0.75,0.888888888888889,-999999999999997,-999999999999998,-999999999999997B,-999999999999998B
14,0,0,0,1,0.6666666666666667,0.8888888888888888,0.7500000000000001,-999998,-999997,-999998B,-999997B
30,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-99999999999997,-99999999999998,-99999999999997B,-99999999999998B
22,0,0,0,1,0.6666666666666667,0.8,0.8333333333333334,-9999999998,-9999999997,-9999999998B,-9999999997B
42,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-99999999999999999998,-99999999999999999997,-99999999999999999998B,-99999999999999999997B
40,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-9999999999999999998,-9999999999999999997,-9999999999999999998B,-9999999999999999997B
70,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-9999999999999999999999999999999997,-9999999999999999999999999999999998,-9999999999999999999999999999999997B,-9999999999999999999999999999999998B
34,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-9999999999999998,-9999999999999997,-9999999999999998B,-9999999999999997B
62,0,0,0,1,0.6666666666666667,0.6666666666666667,1.0,-999999999999999999999999999998,-999999999999999999999999999997,-999999999999999999999999999998B,-999999999999999999999999999997B
52,0,0,0,1,0.6666666666666667,0.7142857142857143,0.9333333333333335,-9999999999999999999999998,-9999999999999999999999997,-9999999999999999999999998B,-9999999999999999999999997B
20,0,0,0,1,0.6666666666666667,0.7777777777777778,0.8571428571428572,-999999997,-999999998,-999999997B,-999999998B
18,0,0,0,1,0.6666666666666667,0.8,0.8333333333333334,-99999998,-99999997,-99999998B,-99999997B
80,0,0,0,1,0.5714285714285714,0.6666666666666667,0.857142857142857,-100000000000000000000000000000000000001,-100000000000000000000000000000000000002,-100000000000000000000000000000000000001B,-100000000000000000000000000000000000002B
60,0,1,2,1,0.1923076923076923,0.1923076923076923,1.0,999999999999997630484473145499,999999999999997630484473145498,"BoundsError(""kMGTPE"", 10)","BoundsError(""kMGTPE"", 9)"
